property_id,current_outreach_dispo,proposed_outreach_dispo,action,n_sms_messages_in_thread,jev_choice,jev_confidence,is_suppression_relevant,reason,ledger_generated_at
485f7483-4caa-4494-a50d-3b4b450246e7,nurture,nurture,CONFIRMED,3,nurture,0.74,False,Jev agrees with existing label (conf 0.74).,2026-09-20T05:32:11.711755+00:00
48660de3-5cd9-4e9c-97d0-b1c2292c35c3,not_interested,not_interested,CONFIRMED,4,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
486cfa30-9648-4bf1-9762-1ed438b5de5b,wrong_number,wrong_number,CONFIRMED,4,wrong_number,0.58,False,Jev agrees with existing label (conf 0.58).,2026-09-20T05:32:11.711755+00:00
486fa077-7c50-4a58-9707-b90fde59d0d3,nurture,nurture,CONFIRMED,3,nurture,0.86,False,Jev agrees with existing label (conf 0.86).,2026-09-20T05:32:11.711755+00:00
48703d0c-8e35-471b-8bda-a80e306d9598,opted_out,opted_out,CONFIRMED,4,opted_out,1.0,True,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
487e44ea-d6d5-41b0-9c0e-81d47a227a06,nurture,nurture,CONFIRMED,3,nurture,0.62,False,Jev agrees with existing label (conf 0.62).,2026-09-20T05:32:11.711755+00:00
48815156-5017-42b1-931f-f7f5344cf621,needs_sequence,needs_sequence,HOLD_LOW_SIGNAL,2,unclear,0.52,False,Jev returned 'unclear' - insufficient signal to act on.,2026-09-20T05:32:11.711755+00:00
48893ddb-ef5d-43f8-ac15-b263c8f1f48a,wrong_number,wrong_number,CONFIRMED,4,wrong_number,0.96,False,Jev agrees with existing label (conf 0.96).,2026-09-20T05:32:11.711755+00:00
489d1ba0-a119-4659-b5d3-aad7164a62fc,wrong_number,not_interested,RECLASSIFY,4,not_interested,1.0,False,"Jev disagrees with 'wrong_number', proposes 'not_interested' (conf 1.0).",2026-09-20T05:32:11.711755+00:00
489e7b3a-540d-481d-9297-bb1054a38b0f,not_interested,not_interested,CONFIRMED,4,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
48a1576a-0e64-4133-96e7-221069666662,not_interested,not_interested,CONFIRMED,4,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
48a5544b-f5a8-479a-8439-1421d90fffab,not_interested,not_interested,CONFIRMED,2,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
48a5cf96-292d-4344-a2be-6544421818c7,wrong_number,wrong_number,CONFIRMED,2,wrong_number,0.99,False,Jev agrees with existing label (conf 0.99).,2026-09-20T05:32:11.711755+00:00
48aff0f5-94f0-45f3-9910-f196d87aee23,nurture,nurture,CONFIRMED,3,nurture,0.51,False,Jev agrees with existing label (conf 0.51).,2026-09-20T05:32:11.711755+00:00
48b4983e-93c5-455e-80b6-2356d6b5b453,nurture,nurture,CONFIRMED,3,nurture,0.5,False,Jev agrees with existing label (conf 0.5).,2026-09-20T05:32:11.711755+00:00
48bda767-e6ee-45f9-843f-6567456326b9,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
48c21a2a-ca92-4e5b-b238-e5230e084dcb,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
48c65353-31ec-4f5a-a3de-8d5810ee57fe,opted_out,opted_out,CONFIRMED,4,opted_out,0.99,True,Jev agrees with existing label (conf 0.99).,2026-09-20T05:32:11.711755+00:00
48cc823b-5604-460d-ba17-4c30b2217e58,wrong_number,wrong_number,HOLD_NO_EVIDENCE,0,unclear,1.0,False,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
48d61b78-e45c-41be-a346-f546d0e08d36,nurture,nurture,CONFIRMED,4,nurture,0.95,False,Jev agrees with existing label (conf 0.95).,2026-09-20T05:32:11.711755+00:00
48e088aa-422a-40f6-992f-85f367fafeeb,not_interested,opted_out,RECLASSIFY,5,opted_out,1.0,False,"Jev disagrees with 'not_interested', proposes 'opted_out' (conf 1.0).",2026-09-20T05:32:11.711755+00:00
48e45700-c92f-43ef-a068-dd87a9e7246a,nurture,nurture,CONFIRMED,3,nurture,0.67,False,Jev agrees with existing label (conf 0.67).,2026-09-20T05:32:11.711755+00:00
48e6f260-0dbe-4957-9a03-722b5538fa32,dnc,dnc,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
48ea8411-9ecb-4a88-99f5-54accacf9388,not_interested,not_interested,CONFIRMED,2,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
48ef6452-51bb-452b-a017-74d538fa9aed,wrong_number,wrong_number,CONFIRMED,2,wrong_number,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
48f0b9d6-3da3-4bfd-8046-6edce2b6a152,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
48f4fc54-6938-4ddc-9426-744bd3f563fa,needs_sequence,nurture,RECLASSIFY,6,nurture,0.73,False,"Jev disagrees with 'needs_sequence', proposes 'nurture' (conf 0.73).",2026-09-20T05:32:11.711755+00:00
4905c313-c1f3-4955-8858-bfe9ff0ac1e1,not_interested,not_interested,CONFIRMED,4,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
490f4f1f-c710-48ef-a908-cd7f81158b5a,not_interested,not_interested,CONFIRMED,6,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
4911a31d-a25c-4c41-a4e2-1fd9872ea311,wrong_number,wrong_number,HOLD_NO_EVIDENCE,0,unclear,1.0,False,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
4922cd9f-1c6c-448a-8343-74a80ef5401f,opted_out,opted_out,CONFIRMED,2,opted_out,0.93,True,Jev agrees with existing label (conf 0.93).,2026-09-20T05:32:11.711755+00:00
492e7857-ae80-4bb6-9707-7e0e8cedd38a,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
4934d178-4182-4e97-8140-eb18b04aa99a,nurture,nurture,CONFIRMED,3,nurture,0.55,False,Jev agrees with existing label (conf 0.55).,2026-09-20T05:32:11.711755+00:00
49364f68-ba64-4cca-bb3b-08cfddf08f96,wrong_number,wrong_number,CONFIRMED,3,wrong_number,0.79,False,Jev agrees with existing label (conf 0.79).,2026-09-20T05:32:11.711755+00:00
49396385-ffe5-4ba4-b00b-59b21cfdabb9,not_interested,opted_out,RECLASSIFY,3,opted_out,0.99,False,"Jev disagrees with 'not_interested', proposes 'opted_out' (conf 0.99).",2026-09-20T05:32:11.711755+00:00
49398f05-6b6f-4cf5-8cb9-b635059546b6,wrong_number,not_interested,RECLASSIFY,2,not_interested,0.95,False,"Jev disagrees with 'wrong_number', proposes 'not_interested' (conf 0.95).",2026-09-20T05:32:11.711755+00:00
4948ea19-9d52-4fde-a3d5-47d7ddd8f5de,not_interested,not_interested,CONFIRMED,2,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
494e93b3-9682-4b04-be45-560864dae276,nurture,nurture,CONFIRMED,3,nurture,0.64,False,Jev agrees with existing label (conf 0.64).,2026-09-20T05:32:11.711755+00:00
4955a11c-3283-4fbf-a5e0-b90450b239aa,not_interested,not_interested,CONFIRMED,2,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
495841ff-2965-4e36-9e7b-c95b60c1187f,not_interested,dnc,RECLASSIFY,4,dnc,0.67,False,"Jev disagrees with 'not_interested', proposes 'dnc' (conf 0.67).",2026-09-20T05:32:11.711755+00:00
495df20c-26a4-4573-a3b9-a12ad69567a3,needs_sequence,not_interested,RECLASSIFY,4,not_interested,0.46,False,"Jev disagrees with 'needs_sequence', proposes 'not_interested' (conf 0.46).",2026-09-20T05:32:11.711755+00:00
4966c2a1-dd3b-4513-83b4-39b67a32714a,wrong_number,wrong_number,CONFIRMED,2,wrong_number,0.99,False,Jev agrees with existing label (conf 0.99).,2026-09-20T05:32:11.711755+00:00
4968171d-d9d9-49ef-bdec-814a0cf31bea,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
496dff8a-8b5f-4835-8baf-c5b8b180dec6,dnc,not_interested,RECLASSIFY_REVIEW_SUPPRESSION,2,not_interested,1.0,True,"No legal language found; text matches 'not_interested' (conf 1.0). CHECK: does a separate suppression record need updating, not just outreach_dispo?",2026-09-20T05:32:11.711755+00:00
49700d4e-5175-4ffa-851b-887c3bcecda3,needs_sequence,nurture,RECLASSIFY,7,nurture,0.76,False,"Jev disagrees with 'needs_sequence', proposes 'nurture' (conf 0.76).",2026-09-20T05:32:11.711755+00:00
49799949-1c46-4331-92bc-c93162397b2d,nurture,nurture,CONFIRMED,3,nurture,0.56,False,Jev agrees with existing label (conf 0.56).,2026-09-20T05:32:11.711755+00:00
497b9bbe-4ae9-42eb-a509-b0c6903f423a,nurture,nurture,CONFIRMED,3,nurture,0.59,False,Jev agrees with existing label (conf 0.59).,2026-09-20T05:32:11.711755+00:00
49816f08-3fd2-40a6-8af6-63713056be7a,not_interested,not_interested,CONFIRMED,4,not_interested,0.98,False,Jev agrees with existing label (conf 0.98).,2026-09-20T05:32:11.711755+00:00
4986c141-e3b7-4120-91e5-036e35bbd17d,not_interested,not_interested,CONFIRMED,3,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
498859d1-0fcc-4d71-bc22-49287b055e66,wrong_number,wrong_number,CONFIRMED,4,wrong_number,0.89,False,Jev agrees with existing label (conf 0.89).,2026-09-20T05:32:11.711755+00:00
498bd3c8-7d2d-4b78-b2d1-723dd406b206,not_interested,not_interested,CONFIRMED,5,not_interested,0.77,False,Jev agrees with existing label (conf 0.77).,2026-09-20T05:32:11.711755+00:00
4993354d-91da-41a3-b71a-e60e1d56a4da,not_interested,not_interested,CONFIRMED,5,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
49973757-ae00-4a4a-9688-8c07d5947c95,not_interested,not_interested,CONFIRMED,4,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
49980081-4b01-44dc-92f4-ec014e29fc27,nurture,wrong_number,RECLASSIFY,3,wrong_number,0.91,False,"Jev disagrees with 'nurture', proposes 'wrong_number' (conf 0.91).",2026-09-20T05:32:11.711755+00:00
499f2a64-381d-4d9f-b08a-5bc808d011ff,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
499f8c02-72a0-40e5-bf42-a4f1c601bab3,nurture,nurture,CONFIRMED,3,nurture,0.5,False,Jev agrees with existing label (conf 0.5).,2026-09-20T05:32:11.711755+00:00
49a45a59-0955-48f5-9b15-b9be6036d943,not_interested,not_interested,CONFIRMED,2,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
49a48845-60b2-4b58-a8eb-dc537d51044b,not_interested,not_interested,CONFIRMED,4,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
49ad3ca6-5ead-4521-98c7-2b063ca427ab,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
49b25458-7b2c-4e6a-8efc-77a91057bd95,needs_sequence,nurture,RECLASSIFY,7,nurture,0.97,False,"Jev disagrees with 'needs_sequence', proposes 'nurture' (conf 0.97).",2026-09-20T05:32:11.711755+00:00
49b65925-26f7-4344-a5f5-a67a01aa3916,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
49db54fd-4ae9-474a-bfb6-9b86b5ce2b04,nurture,nurture,CONFIRMED,6,nurture,0.86,False,Jev agrees with existing label (conf 0.86).,2026-09-20T05:32:11.711755+00:00
49e443cd-fa76-4ed1-a28b-dd387c6b027b,wrong_number,wrong_number,HOLD_NO_EVIDENCE,0,unclear,1.0,False,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
49ee79de-c136-4967-96fe-c5b6d2943755,needs_sequence,not_interested,RECLASSIFY,5,not_interested,0.89,False,"Jev disagrees with 'needs_sequence', proposes 'not_interested' (conf 0.89).",2026-09-20T05:32:11.711755+00:00
49fcd747-7bf2-4eea-b27e-a615e04b7307,not_interested,nurture,RECLASSIFY,2,nurture,0.81,False,"Jev disagrees with 'not_interested', proposes 'nurture' (conf 0.81).",2026-09-20T05:32:11.711755+00:00
49ff1860-6c34-455c-a724-5beedd4d2c73,wrong_number,wrong_number,CONFIRMED,5,wrong_number,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
4a04a354-0372-45f3-89d7-08767e4a0123,needs_sequence,not_interested,RECLASSIFY,6,not_interested,0.92,False,"Jev disagrees with 'needs_sequence', proposes 'not_interested' (conf 0.92).",2026-09-20T05:32:11.711755+00:00
4a1332b7-48b5-4de6-85eb-2274e5aaec29,wrong_number,wrong_number,CONFIRMED,2,wrong_number,0.99,False,Jev agrees with existing label (conf 0.99).,2026-09-20T05:32:11.711755+00:00
4a1e8e52-5573-46bf-95e3-e7a98b5de922,not_interested,not_interested,CONFIRMED,2,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
4a22c76a-0725-41e3-8be5-587f64614396,opted_out,opted_out,CONFIRMED,2,opted_out,1.0,True,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
4a259577-5523-4f68-8dfb-669f534322c6,not_interested,opted_out,RECLASSIFY,4,opted_out,0.84,False,"Jev disagrees with 'not_interested', proposes 'opted_out' (conf 0.84).",2026-09-20T05:32:11.711755+00:00
4a2b8991-0098-475f-b6c6-138f80b3904b,nurture,nurture,CONFIRMED,3,nurture,0.66,False,Jev agrees with existing label (conf 0.66).,2026-09-20T05:32:11.711755+00:00
4a32d512-bfe1-4ea8-9ec3-a2439a386f3d,needs_sequence,nurture,RECLASSIFY,4,nurture,0.99,False,"Jev disagrees with 'needs_sequence', proposes 'nurture' (conf 0.99).",2026-09-20T05:32:11.711755+00:00
4a33569b-e27a-43a1-b5bf-41025c1883ff,needs_sequence,nurture,RECLASSIFY,10,nurture,0.98,False,"Jev disagrees with 'needs_sequence', proposes 'nurture' (conf 0.98).",2026-09-20T05:32:11.711755+00:00
4a342e9f-48b1-44b8-bffd-cbd6781d7325,not_interested,not_interested,CONFIRMED,2,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
4a411347-ebe4-402c-8341-353df014ab90,needs_sequence,nurture,RECLASSIFY,4,nurture,0.97,False,"Jev disagrees with 'needs_sequence', proposes 'nurture' (conf 0.97).",2026-09-20T05:32:11.711755+00:00
4a426dea-ffd4-4f32-b38e-7d3b388b3674,wrong_number,nurture,RECLASSIFY,3,nurture,0.63,False,"Jev disagrees with 'wrong_number', proposes 'nurture' (conf 0.63).",2026-09-20T05:32:11.711755+00:00
4a4778fd-ba74-436b-a890-23709206e06a,not_interested,not_interested,CONFIRMED,5,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
4a48c5fd-9321-4ab2-b3ca-c938717c76c8,nurture,nurture,CONFIRMED,3,nurture,0.53,False,Jev agrees with existing label (conf 0.53).,2026-09-20T05:32:11.711755+00:00
4a49f55e-d14d-4b8a-ab83-b066bf3662dc,opted_out,opted_out,CONFIRMED,2,opted_out,1.0,True,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
4a4f9489-c358-492d-901a-14d98c1d4fa4,wrong_number,wrong_number,HOLD_NO_EVIDENCE,0,unclear,1.0,False,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
4a56cf98-1132-4f23-adfb-0c5f86b91611,not_interested,not_interested,CONFIRMED,8,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
4a5c2671-f6eb-456f-9441-ffdf6fc19a3a,needs_sequence,not_interested,RECLASSIFY,4,not_interested,0.77,False,"Jev disagrees with 'needs_sequence', proposes 'not_interested' (conf 0.77).",2026-09-20T05:32:11.711755+00:00
4a61d937-ead6-4523-83b9-37ffa2eb062d,opted_out,opted_out,CONFIRMED,2,opted_out,0.99,True,Jev agrees with existing label (conf 0.99).,2026-09-20T05:32:11.711755+00:00
4a6bd4c3-1ced-4233-8b41-3b9b45fd6a00,wrong_number,wrong_number,CONFIRMED,2,wrong_number,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
4a6ea841-4ea9-4692-9cdc-1c077ec53332,needs_sequence,nurture,RECLASSIFY,5,nurture,0.68,False,"Jev disagrees with 'needs_sequence', proposes 'nurture' (conf 0.68).",2026-09-20T05:32:11.711755+00:00
4a7a5cfe-6236-4448-a744-5053c8e3f16a,nurture,nurture,CONFIRMED,3,nurture,0.71,False,Jev agrees with existing label (conf 0.71).,2026-09-20T05:32:11.711755+00:00
4a84aa3a-d43a-4b7f-8ea2-d3ab571b8ebf,not_interested,not_interested,CONFIRMED,4,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
4a85cb3c-5f4d-4bc6-9586-c33c47f43343,nurture,nurture,CONFIRMED,3,nurture,0.96,False,Jev agrees with existing label (conf 0.96).,2026-09-20T05:32:11.711755+00:00
4a86823c-010f-45ae-b7ed-824b8a8de4bd,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
4a88e7d1-ec68-4c4d-9973-5290009333ae,not_interested,not_interested,CONFIRMED,4,not_interested,0.72,False,Jev agrees with existing label (conf 0.72).,2026-09-20T05:32:11.711755+00:00
4a8a2cb2-d15e-4a62-a5c4-1331db851649,wrong_number,wrong_number,CONFIRMED,5,wrong_number,0.79,False,Jev agrees with existing label (conf 0.79).,2026-09-20T05:32:11.711755+00:00
4a8d1ee2-e68b-4747-a2f9-dba8093db7e5,nurture,nurture,CONFIRMED,4,nurture,0.64,False,Jev agrees with existing label (conf 0.64).,2026-09-20T05:32:11.711755+00:00
4a8ec5ce-349b-4456-95ed-fb5c90d8e7ea,nurture,nurture,CONFIRMED,5,nurture,0.83,False,Jev agrees with existing label (conf 0.83).,2026-09-20T05:32:11.711755+00:00
4aabe90f-3018-46a9-8906-1579e10c8220,needs_sequence,nurture,RECLASSIFY,8,nurture,0.98,False,"Jev disagrees with 'needs_sequence', proposes 'nurture' (conf 0.98).",2026-09-20T05:32:11.711755+00:00
4aae75e4-3a0d-4f4c-bfee-3bfc03a55a50,wrong_number,wrong_number,CONFIRMED,3,wrong_number,0.55,False,Jev agrees with existing label (conf 0.55).,2026-09-20T05:32:11.711755+00:00
4ab12de5-c52e-4a24-acb4-570f6cf1cf6e,not_interested,not_interested,CONFIRMED,2,not_interested,0.99,False,Jev agrees with existing label (conf 0.99).,2026-09-20T05:32:11.711755+00:00
4ab22be5-d410-490c-93d2-2f456714318d,not_interested,not_interested,CONFIRMED,3,not_interested,0.75,False,Jev agrees with existing label (conf 0.75).,2026-09-20T05:32:11.711755+00:00
4ab7a4ff-f48b-4fba-a928-f501aed99a64,wrong_number,wrong_number,CONFIRMED,2,wrong_number,0.44,False,Jev agrees with existing label (conf 0.44).,2026-09-20T05:32:11.711755+00:00
4ac5cf38-77b4-4c0b-b3ba-631143b449eb,wrong_number,wrong_number,CONFIRMED,4,wrong_number,0.38,False,Jev agrees with existing label (conf 0.38).,2026-09-20T05:32:11.711755+00:00
4ac86701-ad92-475f-b493-9e4572a31728,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
4acc6a77-bed0-4204-bd44-83515fbfe541,nurture,wrong_number,RECLASSIFY,3,wrong_number,0.89,False,"Jev disagrees with 'nurture', proposes 'wrong_number' (conf 0.89).",2026-09-20T05:32:11.711755+00:00
4adef8b9-6f10-4a41-847f-d6df474e510a,wrong_number,not_interested,RECLASSIFY,4,not_interested,1.0,False,"Jev disagrees with 'wrong_number', proposes 'not_interested' (conf 1.0).",2026-09-20T05:32:11.711755+00:00
4ae64ebd-e431-4be5-beae-40b0da01b027,wrong_number,wrong_number,CONFIRMED,3,wrong_number,0.98,False,Jev agrees with existing label (conf 0.98).,2026-09-20T05:32:11.711755+00:00
4afc31e2-97b2-4daf-86b0-0440dbd83c15,not_interested,not_interested,CONFIRMED,2,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
4b0d861c-e43a-4e94-a84f-90718bc62d54,wrong_number,wrong_number,CONFIRMED,2,wrong_number,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
4b1e7d1b-6095-4be9-82e3-9d208b602645,not_interested,not_interested,CONFIRMED,4,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
4b233990-a482-4dab-8c06-28fc48be4f5a,not_interested,wrong_number,RECLASSIFY,2,wrong_number,0.56,False,"Jev disagrees with 'not_interested', proposes 'wrong_number' (conf 0.56).",2026-09-20T05:32:11.711755+00:00
4b2420eb-c51e-4c8e-9453-a1c6966c3b65,not_interested,not_interested,CONFIRMED,3,not_interested,0.99,False,Jev agrees with existing label (conf 0.99).,2026-09-20T05:32:11.711755+00:00
4b283db0-f3ef-496c-8616-e23e26a2b185,not_interested,not_interested,CONFIRMED,4,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
4b2e226f-ab13-4996-bb08-00136cca0138,wrong_number,wrong_number,CONFIRMED,2,wrong_number,0.91,False,Jev agrees with existing label (conf 0.91).,2026-09-20T05:32:11.711755+00:00
4b30400b-0d85-4352-9c46-a4a35f7bca8b,wrong_number,wrong_number,CONFIRMED,2,wrong_number,0.94,False,Jev agrees with existing label (conf 0.94).,2026-09-20T05:32:11.711755+00:00
4b31628b-0bc7-49a8-ab5a-f0e97f0844c1,wrong_number,wrong_number,HOLD_NO_EVIDENCE,0,unclear,1.0,False,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
4b3eedb4-cbc4-4b9f-9928-b9ba152280d9,nurture,nurture,CONFIRMED,4,nurture,0.85,False,Jev agrees with existing label (conf 0.85).,2026-09-20T05:32:11.711755+00:00
4b3f25a0-53d8-42b8-bdf2-a264954014be,not_interested,not_interested,CONFIRMED,5,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
4b414317-5f0e-4b84-8dbf-9937b31da962,wrong_number,wrong_number,CONFIRMED,2,wrong_number,0.99,False,Jev agrees with existing label (conf 0.99).,2026-09-20T05:32:11.711755+00:00
4b4762ac-669d-40fb-993c-af17fd64cad1,needs_sequence,wrong_number,RECLASSIFY,2,wrong_number,0.94,False,"Jev disagrees with 'needs_sequence', proposes 'wrong_number' (conf 0.94).",2026-09-20T05:32:11.711755+00:00
4b4fd71e-1ff1-4caa-b59c-f4dbb88ea981,nurture,nurture,CONFIRMED,3,nurture,0.56,False,Jev agrees with existing label (conf 0.56).,2026-09-20T05:32:11.711755+00:00
4b528add-1338-46f3-be04-c2a53f71d826,needs_sequence,nurture,RECLASSIFY,2,nurture,0.88,False,"Jev disagrees with 'needs_sequence', proposes 'nurture' (conf 0.88).",2026-09-20T05:32:11.711755+00:00
4b531610-523f-46e6-b2ae-056c278ae48f,not_interested,not_interested,CONFIRMED,4,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
4b551323-570c-416d-a18e-6e31ab3ade7d,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
4b579bbc-1c39-453c-b13f-81da6e06e85d,needs_sequence,nurture,RECLASSIFY,4,nurture,0.91,False,"Jev disagrees with 'needs_sequence', proposes 'nurture' (conf 0.91).",2026-09-20T05:32:11.711755+00:00
4b5b1caa-f01f-43c7-91cb-5d5cec476b8d,needs_sequence,nurture,RECLASSIFY,3,nurture,0.67,False,"Jev disagrees with 'needs_sequence', proposes 'nurture' (conf 0.67).",2026-09-20T05:32:11.711755+00:00
4b60486d-ffc3-416f-978b-d374343dbb34,not_interested,not_interested,CONFIRMED,6,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
4b64c740-bc87-4c24-8856-a59b0498d756,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
4b684e9c-4b93-41ca-b990-a3a0a05da560,nurture,nurture,CONFIRMED,3,nurture,0.58,False,Jev agrees with existing label (conf 0.58).,2026-09-20T05:32:11.711755+00:00
4b6b417d-acb9-4c0f-b296-e8f1c90e00f7,needs_sequence,nurture,RECLASSIFY,6,nurture,0.99,False,"Jev disagrees with 'needs_sequence', proposes 'nurture' (conf 0.99).",2026-09-20T05:32:11.711755+00:00
4b6c31a3-090b-41bb-ab37-ca870f229d8e,nurture,nurture,CONFIRMED,3,nurture,0.54,False,Jev agrees with existing label (conf 0.54).,2026-09-20T05:32:11.711755+00:00
4b6c3320-28d5-48d3-955a-1f1fd40f72b6,nurture,nurture,CONFIRMED,3,nurture,0.69,False,Jev agrees with existing label (conf 0.69).,2026-09-20T05:32:11.711755+00:00
4b721f0f-48c2-45fd-a73b-9f35a1e2feb7,nurture,nurture,CONFIRMED,3,nurture,0.85,False,Jev agrees with existing label (conf 0.85).,2026-09-20T05:32:11.711755+00:00
4b7810f3-c527-4962-a77e-f2814ad398ca,wrong_number,wrong_number,CONFIRMED,2,wrong_number,0.99,False,Jev agrees with existing label (conf 0.99).,2026-09-20T05:32:11.711755+00:00
4b796995-1ae6-4f7a-8552-14885d53208f,not_interested,not_interested,CONFIRMED,2,not_interested,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
4b830d4a-4b1a-4a2e-bdd2-82b0646d19bd,opted_out,opted_out,HOLD_NO_EVIDENCE,0,unclear,1.0,True,Zero SMS messages in thread - no text evidence to judge.,2026-09-20T05:32:11.711755+00:00
4b83ed17-f07c-4ed3-a4af-5b82294611bb,wrong_number,wrong_number,CONFIRMED,2,wrong_number,1.0,False,Jev agrees with existing label (conf 1.0).,2026-09-20T05:32:11.711755+00:00
4b906fc4-69c9-468c-abec-3e55f5a4e94a,nurture,nurture,CONFIRMED,3,nurture,0.92,False,Jev agrees with existing label (conf 0.92).,2026-09-20T05:32:11.711755+00:00
